 SPU,layer,hbot,soilhz,add
              1050_G,1490, -74.50,staro17_85p_M01KV03 
              1050_G,1491, -74.55,staro17_85p_M01KV03 
              1050_G,1492, -74.60,staro17_85p_M01KV03 
              1050_G,1493, -74.65,staro17_85p_M01KV03 
              1050_G,1494, -74.70,staro17_85p_M01KV03 
              1050_G,1495, -74.75,staro17_85p_M01KV03 
              1050_G,1496, -74.80,staro17_85p_M01KV03 
              1050_G,1497, -74.85,staro17_85p_M01KV03 
              1050_G,1498, -74.90,staro17_85p_M01KV03 
              1050_G,1499, -74.95,staro17_85p_M01KV03 
              1050_G,1500, -75.00,staro17_85p_M01KV03 
              1050_G,1501, -75.05,staro17_85p_M01KV03 
              1050_G,1502, -75.10,staro17_85p_M01KV03 
              1050_G,1503, -75.15,staro17_85p_M01KV03 
              1050_G,1504, -75.20,staro17_85p_M01KV03 
              1050_G,1505, -75.25,staro17_85p_M01KV03 
              1050_G,1506, -75.30,staro17_85p_M01KV03 
              1050_G,1507, -75.35,staro17_85p_M01KV03 
              1050_G,1508, -75.40,staro17_85p_M01KV03 
              1050_G,1509, -75.45,staro17_85p_M01KV03 
              1050_G,1510, -75.50,staro17_85p_M01KV03 
              1050_G,1511, -75.55,staro17_85p_M01KV03 
              1050_G,1512, -75.60,staro17_85p_M01KV03 
              1050_G,1513, -75.65,staro17_85p_M01KV03 
              1050_G,1514, -75.70,staro17_85p_M01KV03 
              1050_G,1515, -75.75,staro17_85p_M01KV03 
              1050_G,1516, -75.80,staro17_85p_M01KV03 
              1050_G,1517, -75.85,staro17_85p_M01KV03 
              1050_G,1518, -75.90,staro17_85p_M01KV03 
              1050_G,1519, -75.95,staro17_85p_M01KV03 
              1050_G,1520, -76.00,staro17_85p_M01KV03 
              1050_G,1521, -76.05,staro17_85p_M01KV03 
              1050_G,1522, -76.10,staro17_85p_M01KV03 
              1050_G,1523, -76.15,staro17_85p_M01KV03 
              1050_G,1524, -76.20,staro17_85p_M01KV03 
              1050_G,1525, -76.25,staro17_85p_M01KV03 
              1050_G,1526, -76.30,staro17_85p_M01KV03 
              1050_G,1527, -76.35,staro17_85p_M01KV03 
              1050_G,1528, -76.40,staro17_85p_M01KV03 
              1050_G,1529, -76.45,staro17_85p_M01KV03 
              1050_G,1530, -76.50,staro17_85p_M01KV03 
              1050_G,1531, -76.55,staro17_85p_M01KV03 
              1050_G,1532, -76.60,staro17_85p_M01KV03 
              1050_G,1533, -76.65,staro17_85p_M01KV03 
              1050_G,1534, -76.70,staro17_85p_M01KV03 
              1050_G,1535, -76.75,staro17_85p_M01KV03 
              1050_G,1536, -76.80,staro17_85p_M01KV03 
              1050_G,1537, -76.85,staro17_85p_M01KV03 
              1050_G,1538, -76.90,staro17_85p_M01KV03 
              1050_G,1539, -76.95,staro17_85p_M01KV03 
              1050_G,1540, -77.00,staro17_85p_M01KV03 
              1050_G,1541, -77.05,staro17_85p_M01KV03 
              1050_G,1542, -77.10,staro17_85p_M01KV03 
              1050_G,1543, -77.15,staro17_85p_M01KV03 
              1050_G,1544, -77.20,staro17_85p_M01KV03 
              1050_G,1545, -77.25,staro17_85p_M01KV03 
              1050_G,1546, -77.30,staro17_85p_M01KV03 
              1050_G,1547, -77.35,staro17_85p_M01KV03 
              1050_G,1548, -77.40,staro17_85p_M01KV03 
              1050_G,1549, -77.45,staro17_85p_M01KV03 
              1050_G,1550, -77.50,staro17_85p_M01KV03 
              1050_G,1551, -77.55,staro17_85p_M01KV03 
              1050_G,1552, -77.60,staro17_85p_M01KV03 
              1050_G,1553, -77.65,staro17_85p_M01KV03 
              1050_G,1554, -77.70,staro17_85p_M01KV03 
              1050_G,1555, -77.75,staro17_85p_M01KV03 
              1050_G,1556, -77.80,staro17_85p_M01KV03 
              1050_G,1557, -77.85,staro17_85p_M01KV03 
              1050_G,1558, -77.90,staro17_85p_M01KV03 
              1050_G,1559, -77.95,staro17_85p_M01KV03 
              1050_G,1560, -78.00,staro17_85p_M01KV03 
              1050_G,1561, -78.05,staro17_85p_M01KV03 
              1050_G,1562, -78.10,staro17_85p_M01KV03 
              1050_G,1563, -78.15,staro17_85p_M01KV03 
              1050_G,1564, -78.20,staro17_85p_M01KV03 
              1050_G,1565, -78.25,staro17_85p_M01KV03 
              1050_G,1566, -78.30,staro17_85p_M01KV03 
              1050_G,1567, -78.35,staro17_85p_M01KV03 
              1050_G,1568, -78.40,staro17_85p_M01KV03 
              1050_G,1569, -78.45,staro17_85p_M01KV03 
              1050_G,1570, -78.50,staro17_85p_M01KV03 
              1050_G,1571, -78.55,staro17_85p_M01KV03 
              1050_G,1572, -78.60,staro17_85p_M01KV03 
              1050_G,1573, -78.65,staro17_85p_M01KV03 
              1050_G,1574, -78.70,staro17_85p_M01KV03 
              1050_G,1575, -78.75,staro17_85p_M01KV03 
              1050_G,1576, -78.80,staro17_85p_M01KV03 
              1050_G,1577, -78.85,staro17_85p_M01KV03 
              1050_G,1578, -78.90,staro17_85p_M01KV03 
              1050_G,1579, -78.95,staro17_85p_M01KV03 
              1050_G,1580, -79.00,staro17_85p_M01KV03 
              1050_G,1581, -79.05,staro17_85p_M01KV03 
              1050_G,1582, -79.10,staro17_85p_M01KV03 
              1050_G,1583, -79.15,staro17_85p_M01KV03 
              1050_G,1584, -79.20,staro17_85p_M01KV03 
              1050_G,1585, -79.25,staro17_85p_M01KV03 
              1050_G,1586, -79.30,staro17_85p_M01KV03 
              1050_G,1587, -79.35,staro17_85p_M01KV03 
              1050_G,1588, -79.40,staro17_85p_M01KV03 
              1050_G,1589, -79.45,staro17_85p_M01KV03 
              1050_G,1590, -79.50,staro17_85p_M01KV03 
              1050_G,1591, -79.55,staro17_85p_M01KV03 
              1050_G,1592, -79.60,staro17_85p_M01KV03 
              1050_G,1593, -79.65,staro17_85p_M01KV03 
              1050_G,1594, -79.70,staro17_85p_M01KV03 
              1050_G,1595, -79.75,staro17_85p_M01KV03 
              1050_G,1596, -79.80,staro17_85p_M01KV03 
              1050_G,1597, -79.85,staro17_85p_M01KV03 
              1050_G,1598, -79.90,staro17_85p_M01KV03 
              1050_G,1599, -79.95,staro17_85p_M01KV03 
              1050_G,1600, -80.00,staro17_85p_M01KV03 
              1050_G,1601, -80.05,staro17_85p_M01KV03 
              1050_G,1602, -80.10,staro17_85p_M01KV03 
              1050_G,1603, -80.15,staro17_85p_M01KV03 
              1050_G,1604, -80.20,staro17_85p_M01KV03 
              1050_G,1605, -80.25,staro17_85p_M01KV03 
              1050_G,1606, -80.30,staro17_85p_M01KV03 
              1050_G,1607, -80.35,staro17_85p_M01KV03 
              1050_G,1608, -80.40,staro17_85p_M01KV03 
              1050_G,1609, -80.45,staro17_85p_M01KV03 
              1050_G,1610, -80.50,staro17_85p_M01KV03 
              1050_G,1611, -80.55,staro17_85p_M01KV03 
              1050_G,1612, -80.60,staro17_85p_M01KV03 
              1050_G,1613, -80.65,staro17_85p_M01KV03 
              1050_G,1614, -80.70,staro17_85p_M01KV03 
              1050_G,1615, -80.75,staro17_85p_M01KV03 
              1050_G,1616, -80.80,staro17_85p_M01KV03 
              1050_G,1617, -80.85,staro17_85p_M01KV03 
              1050_G,1618, -80.90,staro17_85p_M01KV03 
              1050_G,1619, -80.95,staro17_85p_M01KV03 
              1050_G,1620, -81.00,staro17_85p_M01KV03 
              1050_G,1621, -81.05,staro17_85p_M01KV03 
              1050_G,1622, -81.10,staro17_85p_M01KV03 
              1050_G,1623, -81.15,staro17_85p_M01KV03 
              1050_G,1624, -81.20,staro17_85p_M01KV03 
              1050_G,1625, -81.25,staro17_85p_M01KV03 
              1050_G,1626, -81.30,staro17_85p_M01KV03 
              1050_G,1627, -81.35,staro17_85p_M01KV03 
              1050_G,1628, -81.40,staro17_85p_M01KV03 
              1050_G,1629, -81.45,staro17_85p_M01KV03 
              1050_G,1630, -81.50,staro17_85p_M01KV03 
              1050_G,1631, -81.55,staro17_85p_M01KV03 
              1050_G,1632, -81.60,staro17_85p_M01KV03 
              1050_G,1633, -81.65,staro17_85p_M01KV03 
              1050_G,1634, -81.70,staro17_85p_M01KV03 
              1050_G,1635, -81.75,staro17_85p_M01KV03 
              1050_G,1636, -81.80,staro17_85p_M01KV03 
              1050_G,1637, -81.85,staro17_85p_M01KV03 
              1050_G,1638, -81.90,staro17_85p_M01KV03 
              1050_G,1639, -81.95,staro17_85p_M01KV03 
              1050_G,1640, -82.00,staro17_85p_M01KV03 
              1050_G,1641, -82.05,staro17_85p_M01KV03 
              1050_G,1642, -82.10,staro17_85p_M01KV03 
              1050_G,1643, -82.15,staro17_85p_M01KV03 
              1050_G,1644, -82.20,staro17_85p_M01KV03 
              1050_G,1645, -82.25,staro17_85p_M01KV03 
              1050_G,1646, -82.30,staro17_85p_M01KV03 
              1050_G,1647, -82.35,staro17_85p_M01KV03 
              1050_G,1648, -82.40,staro17_85p_M01KV03 
              1050_G,1649, -82.45,staro17_85p_M01KV03 
              1050_G,1650, -82.50,staro17_85p_M01KV03 
              1050_G,1651, -82.55,staro17_85p_M01KV03 
              1050_G,1652, -82.60,staro17_85p_M01KV03 
              1050_G,1653, -82.65,staro17_85p_M01KV03 
              1050_G,1654, -82.70,staro17_85p_M01KV03 
              1050_G,1655, -82.75,staro17_85p_M01KV03 
              1050_G,1656, -82.80,staro17_85p_M01KV03 
              1050_G,1657, -82.85,staro17_85p_M01KV03 
              1050_G,1658, -82.90,staro17_85p_M01KV03 
              1050_G,1659, -82.95,staro17_85p_M01KV03 
              1050_G,1660, -83.00,staro17_85p_M01KV03 
              1050_G,1661, -83.05,staro17_85p_M01KV03 
              1050_G,1662, -83.10,staro17_85p_M01KV03 
              1050_G,1663, -83.15,staro17_85p_M01KV03 
              1050_G,1664, -83.20,staro17_85p_M01KV03 
              1050_G,1665, -83.25,staro17_85p_M01KV03 
              1050_G,1666, -83.30,staro17_85p_M01KV03 
              1050_G,1667, -83.35,staro17_85p_M01KV03 
              1050_G,1668, -83.40,staro17_85p_M01KV03 
              1050_G,1669, -83.45,staro17_85p_M01KV03 
              1050_G,1670, -83.50,staro17_85p_M01KV03 
              1050_G,1671, -83.55,staro17_85p_M01KV03 
              1050_G,1672, -83.60,staro17_85p_M01KV03 
              1050_G,1673, -83.65,staro17_85p_M01KV03 
              1050_G,1674, -83.70,staro17_85p_M01KV03 
              1050_G,1675, -83.75,staro17_85p_M01KV03 
              1050_G,1676, -83.80,staro17_85p_M01KV03 
              1050_G,1677, -83.85,staro17_85p_M01KV03 
              1050_G,1678, -83.90,staro17_85p_M01KV03 
              1050_G,1679, -83.95,staro17_85p_M01KV03 
              1050_G,1680, -84.00,staro17_85p_M01KV03 
              1050_G,1681, -84.05,staro17_85p_M01KV03 
              1050_G,1682, -84.10,staro17_85p_M01KV03 
              1050_G,1683, -84.15,staro17_85p_M01KV03 
              1050_G,1684, -84.20,staro17_85p_M01KV03 
              1050_G,1685, -84.25,staro17_85p_M01KV03 
              1050_G,1686, -84.30,staro17_85p_M01KV03 
              1050_G,1687, -84.35,staro17_85p_M01KV03 
              1050_G,1688, -84.40,staro17_85p_M01KV03 
              1050_G,1689, -84.45,staro17_85p_M01KV03 
              1050_G,1690, -84.50,staro17_85p_M01KV03 
              1050_G,1691, -84.55,staro17_85p_M01KV03 
              1050_G,1692, -84.60,staro17_85p_M01KV03 
              1050_G,1693, -84.65,staro17_85p_M01KV03 
              1050_G,1694, -84.70,staro17_85p_M01KV03 
              1050_G,1695, -84.75,staro17_85p_M01KV03 
              1050_G,1696, -84.80,staro17_85p_M01KV03 
              1050_G,1697, -84.85,staro17_85p_M01KV03 
              1050_G,1698, -84.90,staro17_85p_M01KV03 
              1050_G,1699, -84.95,staro17_85p_M01KV03 
              1050_G,1700, -85.00,staro17_85p_M01KV03 
              1050_G,1701, -85.05,staro17_85p_M01KV03 
              1050_G,1702, -85.10,staro17_85p_M01KV03 
              1050_G,1703, -85.15,staro17_85p_M01KV03 
              1050_G,1704, -85.20,staro17_85p_M01KV03 
              1050_G,1705, -85.25,staro17_85p_M01KV03 
              1050_G,1706, -85.30,staro17_85p_M01KV03 
              1050_G,1707, -85.35,staro17_85p_M01KV03 
              1050_G,1708, -85.40,staro17_85p_M01KV03 
              1050_G,1709, -85.45,staro17_85p_M01KV03 
              1050_G,1710, -85.50,staro17_85p_M01KV03 
              1050_G,1711, -85.55,staro17_85p_M01KV03 
              1050_G,1712, -85.60,staro17_85p_M01KV03 
              1050_G,1713, -85.65,staro17_85p_M01KV03 
              1050_G,1714, -85.70,staro17_85p_M01KV03 
              1050_G,1715, -85.75,staro17_85p_M01KV03 
              1050_G,1716, -85.80,staro17_85p_M01KV03 
              1050_G,1717, -85.85,staro17_85p_M01KV03 
              1050_G,1718, -85.90,staro17_85p_M01KV03 
              1050_G,1719, -85.95,staro17_85p_M01KV03 
              1050_G,1720, -86.00,staro17_85p_M01KV03 
              1050_G,1721, -86.05,staro17_85p_M01KV03 
              1050_G,1722, -86.10,staro17_85p_M01KV03 
              1050_G,1723, -86.15,staro17_85p_M01KV03 
              1050_G,1724, -86.20,staro17_85p_M01KV03 
              1050_G,1725, -86.25,staro17_85p_M01KV03 
              1050_G,1726, -86.30,staro17_85p_M01KV03 
              1050_G,1727, -86.35,staro17_85p_M01KV03 
              1050_G,1728, -86.40,staro17_85p_M01KV03 
              1050_G,1729, -86.45,staro17_85p_M01KV03 
              1050_G,1730, -86.50,staro17_85p_M01KV03 
              1050_G,1731, -86.55,staro17_85p_M01KV03 
              1050_G,1732, -86.60,staro17_85p_M01KV03 
              1050_G,1733, -86.65,staro17_85p_M01KV03 
              1050_G,1734, -86.70,staro17_85p_M01KV03 
              1050_G,1735, -86.75,staro17_85p_M01KV03 
              1050_G,1736, -86.80,staro17_85p_M01KV03 
              1050_G,1737, -86.85,staro17_85p_M01KV03 
              1050_G,1738, -86.90,staro17_85p_M01KV03 
              1050_G,1739, -86.95,staro17_85p_M01KV03 
              1050_G,1740, -87.00,staro17_85p_M01KV03 
              1050_G,1741, -87.05,staro17_85p_M01KV03 
              1050_G,1742, -87.10,staro17_85p_M01KV03 
              1050_G,1743, -87.15,staro17_85p_M01KV03 
              1050_G,1744, -87.20,staro17_85p_M01KV03 
              1050_G,1745, -87.25,staro17_85p_M01KV03 
              1050_G,1746, -87.30,staro17_85p_M01KV03 
              1050_G,1747, -87.35,staro17_85p_M01KV03 
              1050_G,1748, -87.40,staro17_85p_M01KV03 
              1050_G,1749, -87.45,staro17_85p_M01KV03 
              1050_G,1750, -87.50,staro17_85p_M01KV03 
              1050_G,1751, -87.55,staro17_85p_M01KV03 
              1050_G,1752, -87.60,staro17_85p_M01KV03 
              1050_G,1753, -87.65,staro17_85p_M01KV03 
              1050_G,1754, -87.70,staro17_85p_M01KV03 
              1050_G,1755, -87.75,staro17_85p_M01KV03 
              1050_G,1756, -87.80,staro17_85p_M01KV03 
              1050_G,1757, -87.85,staro17_85p_M01KV03 
              1050_G,1758, -87.90,staro17_85p_M01KV03 
              1050_G,1759, -87.95,staro17_85p_M01KV03 
              1050_G,1760, -88.00,staro17_85p_M01KV03 
              1050_G,1761, -88.05,staro17_85p_M01KV03 
              1050_G,1762, -88.10,staro17_85p_M01KV03 
              1050_G,1763, -88.15,staro17_85p_M01KV03 
              1050_G,1764, -88.20,staro17_85p_M01KV03 
              1050_G,1765, -88.25,staro17_85p_M01KV03 
              1050_G,1766, -88.30,staro17_85p_M01KV03 
              1050_G,1767, -88.35,staro17_85p_M01KV03 
              1050_G,1768, -88.40,staro17_85p_M01KV03 
              1050_G,1769, -88.45,staro17_85p_M01KV03 
              1050_G,1770, -88.50,staro17_85p_M01KV03 
              1050_G,1771, -88.55,staro17_85p_M01KV03 
              1050_G,1772, -88.60,staro17_85p_M01KV03 
              1050_G,1773, -88.65,staro17_85p_M01KV03 
              1050_G,1774, -88.70,staro17_85p_M01KV03 
              1050_G,1775, -88.75,staro17_85p_M01KV03 
              1050_G,1776, -88.80,staro17_85p_M01KV03 
              1050_G,1777, -88.85,staro17_85p_M01KV03 
              1050_G,1778, -88.90,staro17_85p_M01KV03 
              1050_G,1779, -88.95,staro17_85p_M01KV03 
              1050_G,1780, -89.00,staro17_85p_M01KV03 
              1050_G,1781, -89.05,staro17_85p_M01KV03 
              1050_G,1782, -89.10,staro17_85p_M01KV03 
              1050_G,1783, -89.15,staro17_85p_M01KV03 
              1050_G,1784, -89.20,staro17_85p_M01KV03 
              1050_G,1785, -89.25,staro17_85p_M01KV03 
              1050_G,1786, -89.30,staro17_85p_M01KV03 
              1050_G,1787, -89.35,staro17_85p_M01KV03 
              1050_G,1788, -89.40,staro17_85p_M01KV03 
              1050_G,1789, -89.45,staro17_85p_M01KV03 
              1050_G,1790, -89.50,staro17_85p_M01KV03 
              1050_G,1791, -89.55,staro17_85p_M01KV03 
              1050_G,1792, -89.60,staro17_85p_M01KV03 
              1050_G,1793, -89.65,staro17_85p_M01KV03 
              1050_G,1794, -89.70,staro17_85p_M01KV03 
              1050_G,1795, -89.75,staro17_85p_M01KV03 
              1050_G,1796, -89.80,staro17_85p_M01KV03 
              1050_G,1797, -89.85,staro17_85p_M01KV03 
              1050_G,1798, -89.90,staro17_85p_M01KV03 
              1050_G,1799, -89.95,staro17_85p_M01KV03 
              1050_G,1800, -90.00,staro17_85p_M01KV03 
              1050_G,1801, -90.05,staro17_85p_M01KV03 
              1050_G,1802, -90.10,staro17_85p_M01KV03 
              1050_G,1803, -90.15,staro17_85p_M01KV03 
              1050_G,1804, -90.20,staro17_85p_M01KV03 
              1050_G,1805, -90.25,staro17_85p_M01KV03 
              1050_G,1806, -90.30,staro17_85p_M01KV03 
              1050_G,1807, -90.35,staro17_85p_M01KV03 
              1050_G,1808, -90.40,staro17_85p_M01KV03 
              1050_G,1809, -90.45,staro17_85p_M01KV03 
              1050_G,1810, -90.50,staro17_85p_M01KV03 
              1050_G,1811, -90.55,staro17_85p_M01KV03 
              1050_G,1812, -90.60,staro17_85p_M01KV03 
              1050_G,1813, -90.65,staro17_85p_M01KV03 
              1050_G,1814, -90.70,staro17_85p_M01KV03 
              1050_G,1815, -90.75,staro17_85p_M01KV03 
              1050_G,1816, -90.80,staro17_85p_M01KV03 
              1050_G,1817, -90.85,staro17_85p_M01KV03 
              1050_G,1818, -90.90,staro17_85p_M01KV03 
              1050_G,1819, -90.95,staro17_85p_M01KV03 
              1050_G,1820, -91.00,staro17_85p_M01KV03 
              1050_G,1821, -91.05,staro17_85p_M01KV03 
              1050_G,1822, -91.10,staro17_85p_M01KV03 
              1050_G,1823, -91.15,staro17_85p_M01KV03 
              1050_G,1824, -91.20,staro17_85p_M01KV03 
              1050_G,1825, -91.25,staro17_85p_M01KV03 
              1050_G,1826, -91.30,staro17_85p_M01KV03 
              1050_G,1827, -91.35,staro17_85p_M01KV03 
              1050_G,1828, -91.40,staro17_85p_M01KV03 
              1050_G,1829, -91.45,staro17_85p_M01KV03 
              1050_G,1830, -91.50,staro17_85p_M01KV03 
              1050_G,1831, -91.55,staro17_85p_M01KV03 
              1050_G,1832, -91.60,staro17_85p_M01KV03 
              1050_G,1833, -91.65,staro17_85p_M01KV03 
              1050_G,1834, -91.70,staro17_85p_M01KV03 
              1050_G,1835, -91.75,staro17_85p_M01KV03 
              1050_G,1836, -91.80,staro17_85p_M01KV03 
              1050_G,1837, -91.85,staro17_85p_M01KV03 
              1050_G,1838, -91.90,staro17_85p_M01KV03 
              1050_G,1839, -91.95,staro17_85p_M01KV03 
              1050_G,1840, -92.00,staro17_85p_M01KV03 
              1050_G,1841, -92.05,staro17_85p_M01KV03 
              1050_G,1842, -92.10,staro17_85p_M01KV03 
              1050_G,1843, -92.15,staro17_85p_M01KV03 
              1050_G,1844, -92.20,staro17_85p_M01KV03 
              1050_G,1845, -92.25,staro17_85p_M01KV03 
              1050_G,1846, -92.30,staro17_85p_M01KV03 
              1050_G,1847, -92.35,staro17_85p_M01KV03 
              1050_G,1848, -92.40,staro17_85p_M01KV03 
              1050_G,1849, -92.45,staro17_85p_M01KV03 
              1050_G,1850, -92.50,staro17_85p_M01KV03 
              1050_G,1851, -92.55,staro17_85p_M01KV03 
              1050_G,1852, -92.60,staro17_85p_M01KV03 
              1050_G,1853, -92.65,staro17_85p_M01KV03 
              1050_G,1854, -92.70,staro17_85p_M01KV03 
              1050_G,1855, -92.75,staro17_85p_M01KV03 
              1050_G,1856, -92.80,staro17_85p_M01KV03 
              1050_G,1857, -92.85,staro17_85p_M01KV03 
              1050_G,1858, -92.90,staro17_85p_M01KV03 
              1050_G,1859, -92.95,staro17_85p_M01KV03 
              1050_G,1860, -93.00,staro17_85p_M01KV03 
              1050_G,1861, -93.05,staro17_85p_M01KV03 
              1050_G,1862, -93.10,staro17_85p_M01KV03 
              1050_G,1863, -93.15,staro17_85p_M01KV03 
              1050_G,1864, -93.20,staro17_85p_M01KV03 
              1050_G,1865, -93.25,staro17_85p_M01KV03 
              1050_G,1866, -93.30,staro17_85p_M01KV03 
              1050_G,1867, -93.35,staro17_85p_M01KV03 
              1050_G,1868, -93.40,staro17_85p_M01KV03 
              1050_G,1869, -93.45,staro17_85p_M01KV03 
              1050_G,1870, -93.50,staro17_85p_M01KV03 
              1050_G,1871, -93.55,staro17_85p_M01KV03 
              1050_G,1872, -93.60,staro17_85p_M01KV03 
              1050_G,1873, -93.65,staro17_85p_M01KV03 
              1050_G,1874, -93.70,staro17_85p_M01KV03 
              1050_G,1875, -93.75,staro17_85p_M01KV03 
              1050_G,1876, -93.80,staro17_85p_M01KV03 
              1050_G,1877, -93.85,staro17_85p_M01KV03 
              1050_G,1878, -93.90,staro17_85p_M01KV03 
              1050_G,1879, -93.95,staro17_85p_M01KV03 
              1050_G,1880, -94.00,staro17_85p_M01KV03 
              1050_G,1881, -94.05,staro17_85p_M01KV03 
              1050_G,1882, -94.10,staro17_85p_M01KV03 
              1050_G,1883, -94.15,staro17_85p_M01KV03 
              1050_G,1884, -94.20,staro17_85p_M01KV03 
              1050_G,1885, -94.25,staro17_85p_M01KV03 
              1050_G,1886, -94.30,staro17_85p_M01KV03 
              1050_G,1887, -94.35,staro17_85p_M01KV03 
              1050_G,1888, -94.40,staro17_85p_M01KV03 
              1050_G,1889, -94.45,staro17_85p_M01KV03 
              1050_G,1890, -94.50,staro17_85p_M01KV03 
              1050_G,1891, -94.55,staro17_85p_M01KV03 
              1050_G,1892, -94.60,staro17_85p_M01KV03 
              1050_G,1893, -94.65,staro17_85p_M01KV03 
              1050_G,1894, -94.70,staro17_85p_M01KV03 
              1050_G,1895, -94.75,staro17_85p_M01KV03 
              1050_G,1896, -94.80,staro17_85p_M01KV03 
              1050_G,1897, -94.85,staro17_85p_M01KV03 
              1050_G,1898, -94.90,staro17_85p_M01KV03 
              1050_G,1899, -94.95,staro17_85p_M01KV03 
              1050_G,1900, -95.00,staro17_85p_M01KV03 
              1050_G,1901, -95.05,staro17_85p_M01KV03 
              1050_G,1902, -95.10,staro17_85p_M01KV03 
              1050_G,1903, -95.15,staro17_85p_M01KV03 
              1050_G,1904, -95.20,staro17_85p_M01KV03 
              1050_G,1905, -95.25,staro17_85p_M01KV03 
              1050_G,1906, -95.30,staro17_85p_M01KV03 
              1050_G,1907, -95.35,staro17_85p_M01KV03 
              1050_G,1908, -95.40,staro17_85p_M01KV03 
              1050_G,1909, -95.45,staro17_85p_M01KV03 
              1050_G,1910, -95.50,staro17_85p_M01KV03 
              1050_G,1911, -95.55,staro17_85p_M01KV03 
              1050_G,1912, -95.60,staro17_85p_M01KV03 
              1050_G,1913, -95.65,staro17_85p_M01KV03 
              1050_G,1914, -95.70,staro17_85p_M01KV03 
              1050_G,1915, -95.75,staro17_85p_M01KV03 
              1050_G,1916, -95.80,staro17_85p_M01KV03 
              1050_G,1917, -95.85,staro17_85p_M01KV03 
              1050_G,1918, -95.90,staro17_85p_M01KV03 
              1050_G,1919, -95.95,staro17_85p_M01KV03 
              1050_G,1920, -96.00,staro17_85p_M01KV03 
              1050_G,1921, -96.05,staro17_85p_M01KV03 
              1050_G,1922, -96.10,staro17_85p_M01KV03 
              1050_G,1923, -96.15,staro17_85p_M01KV03 
              1050_G,1924, -96.20,staro17_85p_M01KV03 
              1050_G,1925, -96.25,staro17_85p_M01KV03 
              1050_G,1926, -96.30,staro17_85p_M01KV03 
              1050_G,1927, -96.35,staro17_85p_M01KV03 
              1050_G,1928, -96.40,staro17_85p_M01KV03 
              1050_G,1929, -96.45,staro17_85p_M01KV03 
              1050_G,1930, -96.50,staro17_85p_M01KV03 
              1050_G,1931, -96.55,staro17_85p_M01KV03 
              1050_G,1932, -96.60,staro17_85p_M01KV03 
              1050_G,1933, -96.65,staro17_85p_M01KV03 
              1050_G,1934, -96.70,staro17_85p_M01KV03 
              1050_G,1935, -96.75,staro17_85p_M01KV03 
              1050_G,1936, -96.80,staro17_85p_M01KV03 
              1050_G,1937, -96.85,staro17_85p_M01KV03 
              1050_G,1938, -96.90,staro17_85p_M01KV03 
              1050_G,1939, -96.95,staro17_85p_M01KV03 
              1050_G,1940, -97.00,staro17_85p_M01KV03 
              1050_G,1941, -97.05,staro17_85p_M01KV03 
              1050_G,1942, -97.10,staro17_85p_M01KV03 
              1050_G,1943, -97.15,staro17_85p_M01KV03 
              1050_G,1944, -97.20,staro17_85p_M01KV03 
              1050_G,1945, -97.25,staro17_85p_M01KV03 
              1050_G,1946, -97.30,staro17_85p_M01KV03 
              1050_G,1947, -97.35,staro17_85p_M01KV03 
              1050_G,1948, -97.40,staro17_85p_M01KV03 
              1050_G,1949, -97.45,staro17_85p_M01KV03 
              1050_G,1950, -97.50,staro17_85p_M01KV03 
              1050_G,1951, -97.55,staro17_85p_M01KV03 
              1050_G,1952, -97.60,staro17_85p_M01KV03 
              1050_G,1953, -97.65,staro17_85p_M01KV03 
              1050_G,1954, -97.70,staro17_85p_M01KV03 
              1050_G,1955, -97.75,staro17_85p_M01KV03 
              1050_G,1956, -97.80,staro17_85p_M01KV03 
              1050_G,1957, -97.85,staro17_85p_M01KV03 
              1050_G,1958, -97.90,staro17_85p_M01KV03 
              1050_G,1959, -97.95,staro17_85p_M01KV03 
              1050_G,1960, -98.00,staro17_85p_M01KV03 
              1050_G,1961, -98.05,staro17_85p_M01KV03 
              1050_G,1962, -98.10,staro17_85p_M01KV03 
              1050_G,1963, -98.15,staro17_85p_M01KV03 
              1050_G,1964, -98.20,staro17_85p_M01KV03 
              1050_G,1965, -98.25,staro17_85p_M01KV03 
              1050_G,1966, -98.30,staro17_85p_M01KV03 
              1050_G,1967, -98.35,staro17_85p_M01KV03 
              1050_G,1968, -98.40,staro17_85p_M01KV03 
              1050_G,1969, -98.45,staro17_85p_M01KV03 
              1050_G,1970, -98.50,staro17_85p_M01KV03 
              1050_G,1971, -98.55,staro17_85p_M01KV03 
              1050_G,1972, -98.60,staro17_85p_M01KV03 
              1050_G,1973, -98.65,staro17_85p_M01KV03 
              1050_G,1974, -98.70,staro17_85p_M01KV03 
              1050_G,1975, -98.75,staro17_85p_M01KV03 
              1050_G,1976, -98.80,staro17_85p_M01KV03 
              1050_G,1977, -98.85,staro17_85p_M01KV03 
              1050_G,1978, -98.90,staro17_85p_M01KV03 
              1050_G,1979, -98.95,staro17_85p_M01KV03 
              1050_G,1980, -99.00,staro17_85p_M01KV03 
              1050_G,1981, -99.05,staro17_85p_M01KV03 
              1050_G,1982, -99.10,staro17_85p_M01KV03 
              1050_G,1983, -99.15,staro17_85p_M01KV03 
              1050_G,1984, -99.20,staro17_85p_M01KV03 
              1050_G,1985, -99.25,staro17_85p_M01KV03 
              1050_G,1986, -99.30,staro17_85p_M01KV03 
              1050_G,1987, -99.35,staro17_85p_M01KV03 
              1050_G,1988, -99.40,staro17_85p_M01KV03 
