Row,Col,Cell_ID,Ag,Active_Cel,GhostNode,subgroup
43,92,5678,4,1,42,17
43,111,5697,4,1,44,19
43,112,5698,4,1,44,20
43,113,5699,4,1,44,20
43,114,5700,4,1,44,20
43,115,5701,4,1,44,20
44,74,5793,4,1,38,18
44,75,5794,4,1,38,18
44,76,5795,4,1,38,18
44,78,5797,4,1,40,7
44,79,5798,4,1,40,8
44,80,5799,4,1,40,8
44,84,5803,4,1,42,17
44,86,5805,4,1,42,17
44,87,5806,4,1,42,18
44,88,5807,4,1,42,18
44,89,5808,4,1,42,18
45,74,5926,4,1,38,18
45,75,5927,4,1,38,19
45,77,5929,4,1,40,8
45,78,5930,4,1,40,9
45,79,5931,4,1,40,9
45,80,5932,4,1,40,9
45,82,5934,4,1,40,10
45,83,5935,4,1,40,10
45,85,5937,4,1,42,18
45,86,5938,4,1,42,19
45,87,5939,4,1,42,19
45,88,5940,4,1,42,19
46,75,6060,4,1,38,19
46,76,6061,4,1,38,19
46,78,6063,4,1,40,10
46,79,6064,4,1,40,11
46,82,6067,4,1,40,11
46,84,6069,4,1,42,19
46,85,6070,4,1,42,20
46,87,6072,4,1,42,20
47,75,6193,4,1,38,19
47,76,6194,4,1,38,20
47,77,6195,4,1,40,11
47,78,6196,4,1,40,12
47,82,6200,4,1,40,12
47,83,6201,4,1,40,12
47,84,6202,4,1,42,20
48,75,6326,4,1,38,20
48,77,6328,4,1,40,13
48,79,6330,4,1,40,13
48,80,6331,4,1,40,13
48,82,6333,4,1,40,14
48,84,6335,4,1,42,20
49,76,6460,4,1,38,20
49,78,6462,4,1,40,14
49,80,6464,4,1,40,14
49,82,6466,4,1,40,15
49,83,6467,4,1,40,15
50,76,6593,4,1,38,20
50,77,6594,4,1,40,15
50,78,6595,4,1,40,16
50,79,6596,4,1,40,16
50,82,6599,4,1,40,16
50,83,6600,4,1,40,16
51,77,6727,4,1,40,17
51,78,6728,4,1,40,17
51,80,6730,4,1,40,17
52,77,6860,4,1,40,17
52,78,6861,4,1,40,18
52,79,6862,4,1,40,18
52,82,6865,4,1,40,18
53,78,6994,4,1,40,18
53,80,6996,4,1,40,19
54,78,7127,4,1,40,19
54,79,7128,4,1,40,19
55,79,7261,4,1,40,19
55,80,7262,4,1,40,20
56,79,7394,4,1,40,20
56,80,7395,4,1,40,20
57,80,7528,4,1,40,20
