total_inner_iterations,totim,kper,kstp,nouter,ninner,solution_inner_dvmax,solution_inner_dvmax_model,solution_inner_dvmax_node,solution_inner_rmax,solution_inner_rmax_model,solution_inner_rmax_node,solution_inner_alpha,solution_inner_omega
432,.5131053452121091E-09,1,420,1,1,-.1954419757538417E-08,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
433,.5131053452121091E-09,1,420,2,1,.2318153487949190E-16,1,10,.3013717994261324E-08,1,5,0.1111111,0.8988764E-01
434,.5387606125050494E-09,1,421,1,1,-.2052126569454576E-08,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
435,.5387606125050494E-09,1,421,2,1,.2434060369391368E-16,1,1,-.3013717994261324E-08,1,5,0.1111111,0.8988764E-01
436,.5656986431626367E-09,1,422,1,1,-.2154717309093489E-08,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
437,.5656986431626367E-09,1,422,2,1,.3435006571421621E-16,1,7,-.2768919928441129E-08,1,5,0.1578947,0.1173594
438,.5939835753531035E-09,1,423,1,1,-.2262436065152847E-08,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
439,.5939835753531035E-09,1,423,2,1,-.4360087809684520E-16,1,1,.2569165723077182E-08,1,1,0.2000000,0.1379310
440,.6236827541530935E-09,1,424,1,1,-.2375539123339657E-08,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
441,.6236827541530935E-09,1,424,2,1,.2817703781369544E-16,1,3,-.3013717994261324E-08,1,3,0.1111111,0.8988764E-01
442,.6548668918930831E-09,1,425,1,1,-.2494295420847568E-08,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
443,.6548668918930831E-09,1,425,2,1,-.4806993093601068E-16,1,7,-.2569165723077182E-08,1,3,0.2000000,0.1379310
444,.6876102365200722E-09,1,426,1,1,-.2618987147401817E-08,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
445,.6876102365200722E-09,1,426,2,1,-.1759658588992502E-16,1,6,.3322226102234887E-08,1,6,0.5882353E-01,0.5245902E-01
446,.7219907483784107E-09,1,427,1,1,-.2749911226345076E-08,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
447,.7219907483784107E-09,1,427,2,1,-.4384026853340321E-16,1,1,.2768919928441130E-08,1,1,0.1578947,0.1173594
448,.7580902858296661E-09,1,428,1,1,-.2887379106521944E-08,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
449,.7959948001534843E-09,1,429,1,1,-.3031717609335266E-08,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
450,.7959948001534843E-09,1,429,2,1,.7401106399492640E-16,1,1,.2260865836307921E-08,1,6,0.2727273,0.1655172
451,.8357945401934934E-09,1,430,1,1,-.3183269658986719E-08,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
452,.8357945401934934E-09,1,430,2,1,-.3776012288190507E-16,1,6,.3013717994261324E-08,1,7,0.1111111,0.8988764E-01
453,.8775842672355029E-09,1,431,1,1,-.3342395667102719E-08,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
454,.8775842672355029E-09,1,431,2,1,-.2245834004966141E-16,1,10,.3322226102234887E-08,1,10,0.5882353E-01,0.5245902E-01
455,.9214634806296129E-09,1,432,1,1,-.3509474483263895E-08,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
456,.9214634806296129E-09,1,432,2,1,.2358096799584440E-16,1,2,-.3322226102234887E-08,1,2,0.5882353E-01,0.5245902E-01
457,.9675366546934285E-09,1,433,1,1,-.3684903258597848E-08,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
458,.9675366546934285E-09,1,433,2,1,-.9606390413543765E-17,1,2,.1706264131574950E-08,1,2,0.4477612E-01,0.4101688E-01
459,.1015913487460435E-08,1,434,1,1,-.3869098348946916E-08,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
460,.1015913487460435E-08,1,434,2,1,.6966310587306976E-17,1,5,-.1754641639239867E-08,1,5,0.3030303E-01,0.2854594E-01
461,.1066709161865791E-08,1,435,1,1,-.4062498421047692E-08,1,1,.3705369344686231E-14,1,1,1.000000,0.6183336E-13
462,.1066709161865791E-08,1,435,2,1,.1364909356919740E-16,1,10,-.1661113051117444E-08,1,1,0.5882353E-01,0.5245902E-01
463,.1120044619991416E-08,1,436,1,1,-.4265562570605010E-08,1,1,.3705369344686231E-14,1,1,1.000000,0.6183336E-13
464,.1120044619991416E-08,1,436,2,1,.7680337110881760E-17,1,2,-.1754641639239867E-08,1,2,0.3030303E-01,0.2854594E-01
465,.1176046851023322E-08,1,437,1,1,-.4478773816966925E-08,1,1,.3705369344686231E-14,1,1,1.000000,0.6183336E-13
466,.1176046851023322E-08,1,437,2,1,-.2116189036095854E-16,1,1,.1579229801013378E-08,1,1,0.8571429E-01,0.7267222E-01
467,.1234849193606823E-08,1,438,1,1,-.4702638755843163E-08,1,1,.3705369344686231E-14,1,1,1.000000,0.6183336E-13
468,.1234849193606823E-08,1,438,2,1,.3822572416813270E-16,1,2,-.3237725242670304E-08,1,2,0.7246377E-01,0.6297973E-01
469,.1296591653319499E-08,1,439,1,1,-.4937689543325842E-08,1,1,.3705369344686231E-14,1,1,1.000000,0.6183336E-13
470,.1296591653319499E-08,1,439,2,1,-.2333168094638846E-16,1,10,-.1579229801013378E-08,1,1,0.8571429E-01,0.7267222E-01
471,.1361421236017808E-08,1,440,1,1,-.5184484584777252E-08,1,1,.3705369344686231E-14,1,1,1.000000,0.6183336E-13
472,.1361421236017808E-08,1,440,2,1,.1742032242281247E-16,1,1,-.1661113051117444E-08,1,1,0.5882353E-01,0.5245902E-01
473,.1429492297851034E-08,1,441,1,1,-.5443609780380400E-08,1,1,.3705369344686231E-14,1,1,1.000000,0.6183336E-13
474,.1429492297851034E-08,1,441,2,1,-.1829100653794301E-16,1,10,.1661113051117444E-08,1,2,0.5882353E-01,0.5245902E-01
475,.1500966912775920E-08,1,442,1,1,-.5715681599969642E-08,1,1,.3705369344686231E-14,1,1,1.000000,0.6183336E-13
476,.1500966912775920E-08,1,442,2,1,-.1920553943523425E-16,1,1,.1661113051117444E-08,1,1,0.5882353E-01,0.5245902E-01
477,.1576015258447051E-08,1,443,1,1,-.6001345713943490E-08,1,1,.3705369344686231E-14,1,1,1.000000,0.6183336E-13
478,.1576015258447051E-08,1,443,2,1,.1564818221966808E-16,1,10,-.1706264131574950E-08,1,1,0.4477612E-01,0.4101688E-01
479,.1654816021401739E-08,1,444,1,1,-.6301280669117687E-08,1,1,.3705369344686231E-14,1,1,1.000000,0.6183336E-13
480,.1654816021401739E-08,1,444,2,1,-.1134720177745670E-16,1,2,.1754641639239867E-08,1,2,0.3030303E-01,0.2854594E-01
481,.1737556822504161E-08,1,445,1,1,-.6616198438906396E-08,1,1,.3705369344686231E-14,1,1,1.000000,0.6183336E-13
482,.1737556822504161E-08,1,445,2,1,-.2223225527487161E-16,1,1,.1661113051117444E-08,1,1,0.5882353E-01,0.5245902E-01
483,.1824434663661704E-08,1,446,1,1,-.6946847731543037E-08,1,1,.3698430450782325E-14,1,1,1.000000,0.6160200E-13
484,.1824434663661704E-08,1,446,2,1,.6489354296536368E-17,1,1,-.1806622480951453E-08,1,1,0.1538462E-01,0.1492189E-01
485,.1915656396877124E-08,1,447,1,1,-.7294012560691824E-08,1,1,.3705369344686231E-14,1,1,1.000000,0.6183337E-13
486,.1915656396877124E-08,1,447,2,1,.1735969204981868E-17,1,9,-.9170492189188850E-09,1,5,0.7751938E-02,0.7633133E-02
487,.2011439216753315E-08,1,448,1,1,-.7658517628837234E-08,1,1,.3698430450782325E-14,1,1,1.000000,0.6160200E-13
488,.2011439216753315E-08,1,448,2,1,.9201855023809285E-18,1,3,-.9241169569278571E-09,1,3,0.3891051E-02,0.3860946E-02
489,.2112011177623315E-08,1,449,1,1,-.8041227819160273E-08,1,1,.3698430450782325E-14,1,1,1.000000,0.6160200E-13
490,.2112011177623315E-08,1,449,2,1,-.1913896505248545E-17,1,5,.9170492189188850E-09,1,5,0.7751938E-02,0.7633133E-02
491,.2217611736536816E-08,1,450,1,1,-.8443051838063487E-08,1,1,.3698430450782325E-14,1,1,1.000000,0.6160200E-13
492,.2217611736536816E-08,1,450,2,1,-.2985918070917702E-17,1,1,.9101152852260857E-09,1,1,0.1158301E-01,0.1131925E-01
493,.2328492323395991E-08,1,451,1,1,-.8864942618567593E-08,1,1,.3698430450782325E-14,1,1,1.000000,0.6160200E-13
494,.2328492323395991E-08,1,451,2,1,.3135209557958431E-17,1,1,-.9101152852260857E-09,1,1,0.1158301E-01,0.1131925E-01
495,.2444916939598126E-08,1,452,1,1,-.9307900605325855E-08,1,1,.3698430450782325E-14,1,1,1.000000,0.6160201E-13
496,.2444916939598126E-08,1,452,2,1,-.1118513640113238E-17,1,10,.9241169569278571E-09,1,10,0.3891051E-02,0.3860946E-02
497,.2567162786610367E-08,1,453,1,1,-.9772977501219620E-08,1,1,.3698430450782325E-14,1,1,1.000000,0.6160201E-13
498,.2567162786610367E-08,1,453,2,1,-.4565543530331212E-17,1,9,-.9033112404757265E-09,1,1,0.1538462E-01,0.1492189E-01
499,.2695520925973221E-08,1,454,1,1,-.1026127528472133E-07,1,1,.3698430450782325E-14,1,1,1.000000,0.6160201E-13
500,.2695520925973221E-08,1,454,1,2,-.6329432193489095E-21,1,1,.3344861578270931E-20,1,2,0.6160201E-13,0.5038678E-25
501,.2695520925973221E-08,1,454,2,1,-.3629380054980741E-17,1,1,.9101152852260857E-09,1,1,0.1158301E-01,0.1131925E-01
502,.2830296972304217E-08,1,455,1,1,-.1077395245840847E-07,1,1,.3698430450782325E-14,1,1,1.000000,0.6160201E-13
503,.2830296972304217E-08,1,455,1,2,-.6645892440707682E-21,1,1,-.1098044407130224E-20,1,2,0.6160201E-13,0.5430014E-26
504,.2830296972304217E-08,1,455,2,1,-.3810979484810915E-17,1,10,-.9101152852260857E-09,1,2,0.1158301E-01,0.1131925E-01
505,.2971811820951762E-08,1,456,1,1,-.1131222351680267E-07,1,1,.3698430450782325E-14,1,1,1.000000,0.6160202E-13
506,.2971811820951762E-08,1,456,1,2,-.6978174546500891E-21,1,1,.1621081634563006E-20,1,2,0.6160202E-13,0.1183509E-25
507,.2971811820951762E-08,1,456,2,1,-.4001226484702975E-17,1,2,.9101152852260857E-09,1,2,0.1158301E-01,0.1131925E-01
508,.3120402412031685E-08,1,457,1,1,-.1187736433492387E-07,1,1,.3698430450782325E-14,1,1,1.000000,0.6160202E-13
509,.3120402412031685E-08,1,457,1,2,-.7327069465426520E-21,1,1,-.2396559811344718E-20,1,2,0.6160202E-13,0.2586646E-25
510,.3120402412031685E-08,1,457,2,1,.2827624408381619E-17,1,5,-.9170492189188850E-09,1,3,0.7751938E-02,0.7633133E-02
511,.3276422532665604E-08,1,458,1,1,-.1247071406376916E-07,1,1,.3698430450782325E-14,1,1,1.000000,0.6160202E-13
512,.3276422532665604E-08,1,458,1,2,-.7693407727483120E-21,1,1,.2848848074902646E-21,1,2,0.6160202E-13,0.3655280E-27
513,.3276422532665604E-08,1,458,2,1,-.1498899428155298E-17,1,10,.9241169569278571E-09,1,10,0.3891051E-02,0.3860946E-02
514,.3440243659331220E-08,1,459,1,1,-.1309367843364065E-07,1,1,.3705369344686231E-14,1,1,1.000000,0.6183340E-13
515,.3440243659331220E-08,1,459,1,2,-.8093217195910083E-21,1,1,.9920371757549520E-20,1,2,0.6183340E-13,0.4432166E-24
516,.3440243659331220E-08,1,459,2,1,-.1573772380729185E-17,1,2,.9241169569278571E-09,1,2,0.3891051E-02,0.3860946E-02
517,.3612255842330116E-08,1,460,1,1,-.1374773241230688E-07,1,1,.3705369344686231E-14,1,1,1.000000,0.6183340E-13
518,.3612255842330116E-08,1,460,1,2,-.8497859518422622E-21,1,1,.4098353405850295E-20,1,2,0.6183340E-13,0.7564484E-25
519,.3612255842330116E-08,1,460,2,1,.4863436697183803E-17,1,5,-.9101152852260857E-09,1,2,0.1158301E-01,0.1131925E-01
520,.3792868634478957E-08,1,461,1,1,-.1443442429150028E-07,1,1,.3712308238590137E-14,1,1,1.000000,0.6206521E-13
521,.3792868634478957E-08,1,461,1,2,-.8939441322793909E-21,1,1,.1050382399193368E-19,1,2,0.6206521E-13,0.4968843E-24
522,.3792868634478957E-08,1,461,2,1,.2184779475234787E-18,1,1,-.4647540074285271E-09,1,1,0.9756098E-03,0.9737089E-03
523,.3982512066235239E-08,1,462,1,1,-.1515537980219474E-07,1,1,.3726186026397949E-14,1,1,1.000000,0.6253012E-13
524,.3982512066235239E-08,1,462,1,2,-.9421480103538950E-21,1,1,-.5921137309255366E-20,1,2,0.6253012E-13,0.1578958E-24
525,.3982512066235239E-08,1,462,2,1,-.9109526448161865E-18,1,4,.4620584784639286E-09,1,3,0.3891051E-02,0.3860946E-02
526,.4181637669579336E-08,1,463,1,1,-.1591230482226837E-07,1,1,.3705369344686231E-14,1,1,1.000000,0.6183342E-13
527,.4181637669579336E-08,1,463,1,2,-.9837263709109616E-21,1,1,.2446653718178812E-19,1,2,0.6183342E-13,0.2695910E-23
528,.4181637669579336E-08,1,463,2,1,-.7190726990524154E-18,1,1,.4629526361523664E-09,1,1,0.2921130E-02,0.2904138E-02
529,.4390719553090638E-08,1,464,1,1,-.1670698986865496E-07,1,1,.3712308238590137E-14,1,1,1.000000,0.6206523E-13
530,.4390719553090638E-08,1,464,1,2,-.1034844233401052E-20,1,1,-.3636643245060589E-20,1,2,0.6206523E-13,0.5956100E-25
531,.4390719553090638E-08,1,464,2,1,.7550644173900276E-18,1,1,-.4629526361523664E-09,1,1,0.2921130E-02,0.2904138E-02
532,.4610255530777505E-08,1,465,1,1,-.1754131345871564E-07,1,1,.3705369344686231E-14,1,1,1.000000,0.6183344E-13
533,.4610255530777505E-08,1,465,1,2,-.1084552432508784E-20,1,1,.1461990155936436E-19,1,2,0.6183344E-13,0.9626076E-24
534,.4610255530777505E-08,1,465,2,1,-.1314989840306162E-17,1,1,.4611686291048409E-09,1,1,0.4859086E-02,0.4812206E-02
535,.4840768307348715E-08,1,466,1,1,-.1841724886606264E-07,1,1,.3698430450782325E-14,1,1,1.000000,0.6160208E-13
536,.4840768307348715E-08,1,466,1,2,-.1136644187105923E-20,1,1,.9772771422967291E-20,1,2,0.6160208E-13,0.4301262E-24
537,.4840768307348715E-08,1,466,2,1,.8324026020417306E-18,1,9,.4629526361523664E-09,1,2,0.2921130E-02,0.2904138E-02
538,.5082806722748486E-08,1,467,1,1,-.1933686462042967E-07,1,1,.3705369344686231E-14,1,1,1.000000,0.6183345E-13
539,.5082806722748486E-08,1,467,1,2,-.1195711896965684E-20,1,1,.4200717888085231E-20,1,2,0.6183345E-13,0.7947081E-25
540,.5082806722748486E-08,1,467,2,1,.5841308885661299E-18,1,1,-.4638511348148010E-09,1,1,0.1949318E-02,0.1941740E-02
541,.5336947058918246E-08,1,468,1,1,-.2030233388330549E-07,1,1,.3705369344686231E-14,1,1,1.000000,0.6183346E-13
542,.5336947058918246E-08,1,468,1,2,-.1255493447851018E-20,1,1,-.4206417486142564E-20,1,2,0.6183346E-13,0.7968666E-25
543,.5336947058918246E-08,1,468,2,1,-.9177123072385302E-18,1,8,.4629526361523664E-09,1,2,0.2921130E-02,0.2904138E-02
544,.5603794411896493E-08,1,469,1,1,-.2131593591358146E-07,1,1,.3712308238590137E-14,1,1,1.000000,0.6206528E-13
545,.5603794411896493E-08,1,469,1,2,-.1320732323442092E-20,1,1,-.7346549917270324E-20,1,2,0.6206528E-13,0.2430679E-24
546,.5603794411896493E-08,1,469,2,1,-.1598471924280216E-17,1,10,.4611686291048409E-09,1,3,0.4859086E-02,0.4812206E-02
547,.5883984132523653E-08,1,470,1,1,-.2238006340690092E-07,1,1,.3705369344686231E-14,1,1,1.000000,0.6183349E-13
548,.5883984132523653E-08,1,470,1,2,-.1384171940805849E-20,1,1,-.3245336756480248E-20,1,2,0.6183349E-13,0.4743298E-25
549,.5883984132523653E-08,1,470,2,1,.3388966887695585E-18,1,6,-.4647540074285271E-09,1,6,0.9756098E-03,0.9737089E-03
550,.6178183339182171E-08,1,471,1,1,-.2349722601552039E-07,1,1,.3705369344686231E-14,1,1,1.000000,0.6183350E-13
551,.6178183339182171E-08,1,471,1,2,-.1453375122714736E-20,1,1,-.8564994907701251E-20,1,2,0.6183350E-13,0.3303813E-24
552,.6178183339182171E-08,1,471,2,1,-.1413036307961586E-17,1,3,.4620584784639286E-09,1,3,0.3891051E-02,0.3860946E-02
553,.6487092506173614E-08,1,472,1,1,-.2467005887596703E-07,1,1,.3705369344686231E-14,1,1,1.000000,0.6183352E-13
554,.6487092506173614E-08,1,472,1,2,-.1526037918501247E-20,1,1,-.6120990217891414E-21,1,2,0.6183352E-13,0.1687486E-26
555,.6487092506173614E-08,1,472,2,1,.7454408009357008E-18,1,4,-.4638511348148011E-09,1,6,0.1949318E-02,0.1941740E-02
556,.6811447131514630E-08,1,473,1,1,-.2590132523842020E-07,1,1,.3698430450782325E-14,1,1,1.000000,0.6160217E-13
557,.6811447131514630E-08,1,473,1,2,-.1599332628797764E-20,1,1,.1838276371827899E-19,1,2,0.6160217E-13,0.1521888E-23
558,.6811447131514630E-08,1,473,2,1,.3923060415886811E-18,1,2,-.4647540074285271E-09,1,2,0.9756098E-03,0.9737089E-03
559,.7152019488122697E-08,1,474,1,1,-.2719392675753130E-07,1,1,.3712308238590137E-14,1,1,1.000000,0.6206536E-13
560,.7152019488122697E-08,1,474,1,2,-.1685593293624360E-20,1,1,-.8197642253607772E-21,1,2,0.6206536E-13,0.3026500E-26
561,.7152019488122697E-08,1,474,2,1,-.1229765590347431E-17,1,3,.4629526361523664E-09,1,3,0.2921130E-02,0.2904138E-02
562,.7509620462561167E-08,1,475,1,1,-.2855090579782113E-07,1,1,.3712308238590137E-14,1,1,1.000000,0.6206538E-13
563,.7509620462561167E-08,1,475,1,2,-.1769864967913261E-20,1,1,.1507640157758344E-19,1,2,0.6206538E-13,0.1023663E-23
564,.7509620462561167E-08,1,475,2,1,.4325097445742628E-18,1,3,-.4647540074285271E-09,1,3,0.9756098E-03,0.9737089E-03
565,.7885101485721561E-08,1,476,1,1,-.2997545588220580E-07,1,1,.3712308238590137E-14,1,1,1.000000,0.6206540E-13
566,.7885101485721561E-08,1,476,1,2,-.1858349379076392E-20,1,1,.6249786259724182E-21,1,2,0.6206540E-13,0.1759376E-26
567,.7885101485721561E-08,1,476,2,1,.2836875414825455E-18,1,6,-.2322639387005450E-09,1,2,0.1219215E-02,0.1216247E-02
568,.8279356560039974E-08,1,477,1,1,-.3147092724251661E-07,1,1,.3712308238590137E-14,1,1,1.000000,0.6206542E-13
569,.8279356560039974E-08,1,477,1,2,-.1951257071923319E-20,1,1,-.4497927940763664E-19,1,2,0.6206542E-13,0.9111435E-23
570,.8279356560039974E-08,1,477,2,1,-.2979017346947554E-18,1,1,.2322639387005450E-09,1,1,0.1219215E-02,0.1216247E-02
571,.8693324388074307E-08,1,478,1,1,-.3304083484424858E-07,1,1,.3712308238590137E-14,1,1,1.000000,0.6206546E-13
572,.8693324388074307E-08,1,478,1,2,-.2048809256558175E-20,1,1,-.6861573898001931E-21,1,2,0.6206546E-13,0.2120377E-26
573,.8693324388074307E-08,1,478,2,1,-.8745737748168096E-18,1,2,.4640764416147538E-09,1,2,0.1706069E-02,0.1700262E-02
574,.9127990607510358E-08,1,479,1,1,-.3468886556002172E-07,1,1,.3705369344686231E-14,1,1,1.000000,0.6183368E-13
575,.9127990607510358E-08,1,479,1,2,-.2147216916117515E-20,1,1,.1309311599354889E-19,1,2,0.6183368E-13,0.7720548E-24
576,.9127990607510358E-08,1,479,2,1,.1315996342690143E-18,1,10,-.2326035471822663E-09,1,2,0.4880429E-03,0.4875669E-03
577,.9584390137918211E-08,1,480,1,1,-.3641888760272189E-07,1,1,.3705369344686231E-14,1,1,1.000000,0.6183372E-13
578,.9584390137918211E-08,1,480,1,2,-.2254564770804386E-20,1,1,.1838619186696712E-19,1,2,0.6183372E-13,0.1522465E-23
579,.9584390137918211E-08,1,480,2,1,.2071419632884069E-18,1,10,.2324902064541956E-09,1,2,0.7318858E-03,0.7308157E-03
580,.1006360964484646E-07,1,481,1,1,-.3823495892096344E-07,1,1,.3705369344686231E-14,1,1,1.000000,0.6183376E-13
581,.1006360964484646E-07,1,481,1,2,-.2367278744384280E-20,1,1,.5654506922549730E-19,1,2,0.6183376E-13,0.1439966E-22
582,.1006360964484646E-07,1,481,2,1,.2898204456107425E-18,1,5,.2323770037142636E-09,1,1,0.9756098E-03,0.9737089E-03
583,.1056679012712112E-07,1,482,1,1,-.4014133588679505E-07,1,1,.3712308238590137E-14,1,1,1.000000,0.6206560E-13
584,.1056679012712112E-07,1,482,1,2,-.2490281522655454E-20,1,1,-.5582888785249442E-21,1,2,0.6206560E-13,0.1405587E-26
585,.1056679012712112E-07,1,482,2,1,.3043503405005310E-18,1,10,-.2323770037142636E-09,1,3,0.9756098E-03,0.9737089E-03
586,.1109512963350951E-07,1,483,1,1,-.4214248260093184E-07,1,1,.3712308238590137E-14,1,1,1.000000,0.6206564E-13
587,.1109512963350951E-07,1,483,1,2,-.2614778142074430E-20,1,1,-.9316655062503207E-20,1,2,0.6206564E-13,0.3909173E-24
588,.1109512963350951E-07,1,483,2,1,.2398218912849000E-18,1,10,.2324902064541956E-09,1,5,0.7318858E-03,0.7308157E-03
589,.1164988611521732E-07,1,484,1,1,-.4424308213073735E-07,1,1,.3719247132494042E-14,1,1,1.000000,0.6229793E-13
590,.1164988611521732E-07,1,484,1,2,-.2750629599315212E-20,1,1,-.9115713843688839E-20,1,2,0.6229793E-13,0.3742456E-24
591,.1164988611521732E-07,1,484,2,1,-.1679279752709660E-18,1,9,.2326035471822663E-09,1,2,0.4880429E-03,0.4875669E-03
592,.1223238042101052E-07,1,485,1,1,-.4644804498894159E-07,1,1,.3712308238590137E-14,1,1,1.000000,0.6206575E-13
593,.1223238042101052E-07,1,485,1,2,-.2882751635411842E-20,1,1,.3317864640040100E-19,1,2,0.6206575E-13,0.4957727E-23
594,.1223238042101052E-07,1,485,2,1,-.1763217714309602E-18,1,2,.2326035471822663E-09,1,2,0.4880429E-03,0.4875669E-03
595,.1284399944209338E-07,1,486,1,1,-.4876252127168371E-07,1,1,.3726186026397949E-14,1,1,1.000000,0.6253072E-13
596,.1284399944209338E-07,1,486,1,2,-.3038181196889050E-20,1,1,.9615083339486825E-20,1,2,0.6253072E-13,0.4163641E-24
597,.1348619941423038E-07,1,487,1,1,-.5119191191489022E-07,1,1,.3712308238590137E-14,1,1,1.000000,0.6206587E-13
598,.1348619941423038E-07,1,487,1,2,-.3178183244300419E-20,1,1,-.3349099773484486E-19,1,2,0.6206587E-13,0.5051508E-23
599,.1348619941423038E-07,1,487,2,1,-.2914052138474412E-18,1,6,.2324902064541956E-09,1,3,0.7318858E-03,0.7308157E-03
600,.1416050938497424E-07,1,488,1,1,-.5374188021137878E-07,1,1,.3719247132494042E-14,1,1,1.000000,0.6229819E-13
601,.1416050938497424E-07,1,488,1,2,-.3343301607718370E-20,1,1,-.1410596052925904E-19,1,2,0.6229819E-13,0.8961294E-24
602,.1416050938497424E-07,1,488,2,1,-.2041411855789869E-18,1,1,.2326035471822663E-09,1,1,0.4880429E-03,0.4875669E-03
603,.1486853485425528E-07,1,489,1,1,-.5641836418725786E-07,1,1,.3719247132494042E-14,1,1,1.000000,0.6229827E-13
604,.1486853485425528E-07,1,489,1,2,-.3510435317696608E-20,1,1,-.2973008513687634E-19,1,2,0.6229827E-13,0.3980719E-23
605,.1486853485425528E-07,1,489,2,1,.4281706971395211E-18,1,1,-.2323770037142636E-09,1,1,0.9756098E-03,0.9737089E-03
606,.1561196159700038E-07,1,490,1,1,-.5922758941563327E-07,1,1,.3719247132494042E-14,1,1,1.000000,0.6229836E-13
607,.1561196159700038E-07,1,490,1,2,-.3685922591349701E-20,1,1,-.2430400519613926E-19,1,2,0.6229836E-13,0.2660305E-23
608,.1561196159700038E-07,1,490,2,1,-.2815285671525722E-19,1,9,-.1163869087883698E-09,1,3,0.1220554E-03,0.1220256E-03
609,.1639255967688273E-07,1,491,1,1,-.6217608273479041E-07,1,1,.3719247132494042E-14,1,1,1.000000,0.6229846E-13
610,.1639255967688273E-07,1,491,1,2,-.3870180794404156E-20,1,1,.5194243239368725E-21,1,2,0.6229846E-13,0.1246165E-26
611,.1721218766075921E-07,1,492,1,1,-.6527068650509615E-07,1,1,.3712308238590137E-14,1,1,1.000000,0.6206633E-13
612,.1721218766075921E-07,1,492,1,2,-.4056066323620011E-20,1,1,-.3514012745908491E-19,1,2,0.6206633E-13,0.5561279E-23
613,.1721218766075921E-07,1,492,2,1,.4655896769759649E-19,1,4,-.1163727087691419E-09,1,2,0.1830719E-03,0.1830049E-03
614,.1807279704382951E-07,1,493,1,1,-.6851857139315372E-07,1,1,.3719247132494042E-14,1,1,1.000000,0.6229869E-13
615,.1807279704382951E-07,1,493,1,2,-.4266784101143722E-20,1,1,-.7029061763519197E-20,1,2,0.6229869E-13,0.2225251E-24
616,.1807279704382951E-07,1,493,2,1,-.3258841402575486E-19,1,1,.1163869087883698E-09,1,1,0.1220554E-03,0.1220256E-03
617,.1897643689605332E-07,1,494,1,1,-.7192725524050384E-07,1,1,.3719247132494042E-14,1,1,1.000000,0.6229883E-13
618,.1897643689605332E-07,1,494,1,2,-.4480072518760072E-20,1,1,.1108505494607362E-19,1,2,0.6229883E-13,0.5534196E-24
619,.1897643689605332E-07,1,494,2,1,-.2392791778417720E-18,1,2,.2326319039556886E-09,1,2,0.4270636E-03,0.4266991E-03
620,.1992525874088832E-07,1,495,1,1,-.7550461517595829E-07,1,1,.3726186026397949E-14,1,1,1.000000,0.6253164E-13
621,.1992525874088832E-07,1,495,1,2,-.4712795849697584E-20,1,1,-.4805523555271168E-19,1,2,0.6253164E-13,0.1040045E-22
622,.1992525874088832E-07,1,495,2,1,.1077698924279915E-18,1,10,-.1163301346869440E-09,1,1,0.3660769E-03,0.3658090E-03
623,.2092152167796507E-07,1,496,1,1,-.7925890597747575E-07,1,1,.3719247132494042E-14,1,1,1.000000,0.6229913E-13
624,.2092152167796507E-07,1,496,1,2,-.4939159015910923E-20,1,1,-.2727031773568426E-19,1,2,0.6229913E-13,0.3349338E-23
625,.2092152167796507E-07,1,496,2,1,-.9426296037423601E-19,1,9,.1163443217204883E-09,1,3,0.3050827E-03,0.3048966E-03
626,.2196759776189566E-07,1,497,1,1,-.8319877826336519E-07,1,1,.3726186026397949E-14,1,1,1.000000,0.6253199E-13
627,.2196759776189566E-07,1,497,1,2,-.5195724405088646E-20,1,1,-.1819663621543342E-19,1,2,0.6253199E-13,0.1491273E-23
628,.2196759776189566E-07,1,497,2,1,-.1980677579545554E-19,1,3,.1164011131402799E-09,1,3,0.6103143E-04,0.6102398E-04
629,.2306597765002277E-07,1,498,1,1,-.8733329408717079E-07,1,1,.3719247132494042E-14,1,1,1.000000,0.6229954E-13
630,.2306597765002277E-07,1,498,1,2,-.5445277606669198E-20,1,1,.1276758108682058E-18,1,2,0.6229954E-13,0.7341627E-22
631,.2306597765002277E-07,1,498,2,1,.1039801186316461E-18,1,1,-.1163443217204883E-09,1,1,0.3050827E-03,0.3048966E-03
632,.2421927653255625E-07,1,499,1,1,-.9167194680680237E-07,1,1,.3719247132494042E-14,1,1,1.000000,0.6229972E-13
633,.2421927653255625E-07,1,499,1,2,-.5717457370741110E-20,1,1,-.3311497050147459E-19,1,2,0.6229972E-13,0.4939149E-23
634,.2421927653255625E-07,1,499,2,1,-.6550732175736387E-19,1,1,.1163727087691419E-09,1,1,0.1830719E-03,0.1830049E-03
